Date,Frequency
9/12/2017,1.0
9/12/2018,
9/12/2019,0.25
9/12/2020,
9/13/2016,1.0
9/13/2018,
9/13/2019,
9/13/2020,1.0
9/14/2017,
9/14/2018,
9/14/2019,
9/15/2018,
9/15/2020,0.3333333333333333
9/16/2018,1.0
9/16/2019,
9/16/2020,1.0
9/17/2016,0.5
9/17/2018,
9/17/2019,0.5
9/17/2020,0.2
9/18/2016,
9/18/2017,1.0
9/18/2018,
9/18/2019,
9/18/2020,
9/19/2017,
9/19/2018,0.5
9/19/2019,
9/19/2020,
9/2/2020,1.0
9/20/2016,
9/20/2017,
9/20/2018,
9/20/2019,0.42857142857142855
9/21/2018,
9/21/2020,
9/22/2016,
9/22/2017,1.0
9/22/2018,
9/22/2019,0.5
9/22/2020,
9/23/2016,
9/23/2018,
9/23/2019,0.3333333333333333
9/23/2020,0.1
9/24/2016,
9/24/2017,
9/24/2018,
9/24/2019,0.5
9/24/2020,0.25
9/25/2018,
9/25/2019,0.7058823529411765
9/25/2020,0.25
9/26/2016,
9/26/2017,
9/26/2018,
9/26/2019,0.5
9/26/2020,
9/27/2016,
9/27/2017,
9/27/2018,0.2
9/27/2019,0.3333333333333333
9/27/2020,
9/28/2017,
9/28/2019,
9/28/2020,0.6666666666666666
9/29/2017,
9/29/2018,
9/29/2019,0.3333333333333333
9/29/2020,0.5
9/3/2016,
9/3/2018,0.5
9/3/2019,
9/30/2016,0.75
9/30/2019,0.4
